Is_Most_Important_Issue_Environment,Married,Avg_monthly_income_all_years,Is_Most_Important_Issue_Other,Is_Most_Important_Issue_Financial,Yearly_IncomeK,Number_of_valued_Kneset_members,Last_school_grades,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Will_vote_only_large_party,Weighted_education_rank,Avg_monthly_expense_when_under_age_21,Is_Most_Important_Issue_Military,Overall_happiness_score,Is_Most_Important_Issue_Education,Is_Most_Important_Issue_Social,Is_Most_Important_Issue_Foreign_Affairs,AVG_lottary_expanses,Vote
0.0,1.0,0.0858114303954,0.0,0.0,0.547534534939,0.454545454545,0.714285714286,-1.0,0.456459236509,-1.0,0.176407036585,0.435315272987,0.0,0.501542128093,0.0,0.0,0.0,0.322399211789,6.0
0.0,1.0,0.0525147455354,0.0,0.0,0.606321284733,0.818181818182,0.714285714286,-1.0,0.294657107801,-1.0,0.326001424104,0.364292032013,0.0,0.760394420963,0.0,0.0,0.0,0.263318431512,2.0
0.0,-1.0,0.0371991194471,0.0,0.0,0.794668845623,0.181818181818,0.714285714286,-1.0,0.801095571306,-1.0,0.288489417999,0.289744097893,0.0,0.596358716399,0.0,0.0,0.0,0.247880378056,5.0
0.0,1.0,0.037368422421,0.0,0.0,0.496321430125,0.818181818182,0.714285714286,-1.0,0.445991356855,-1.0,0.181528613338,0.292011253946,0.0,0.56178351159,0.0,0.0,0.0,0.240765759572,6.0
0.0,-1.0,0.0482028005359,0.0,0.0,0.728843807764,0.363636363636,1.0,-1.0,0.804856717679,-1.0,0.265158652349,0.350629352148,0.0,0.616010521568,1.0,0.0,0.0,0.308816175983,5.0
0.0,-1.0,0.096637762975,0.0,0.0,0.565280433829,0.181818181818,0.571428571429,-1.0,0.616820972136,-1.0,0.0466551057965,0.452541625997,0.0,0.620883835546,0.0,1.0,0.0,0.368304685455,1.0
0.0,1.0,0.237602793156,0.0,1.0,0.826847581661,0.545454545455,0.428571428571,1.0,0.261766538919,1.0,0.395927017257,0.603630916893,0.0,0.578093755409,0.0,0.0,0.0,0.337651507518,0.0
0.0,1.0,0.0661121346486,0.0,0.0,0.566140584073,0.727272727273,1.0,-1.0,0.434521058773,-1.0,0.155644085157,0.398151924639,0.0,0.64702047325,1.0,0.0,0.0,0.297836847671,6.0
0.0,1.0,0.0427664865781,0.0,0.0,0.463107543458,1.0,1.0,-1.0,0.566551400675,-1.0,0.1478209392,0.329041720924,0.0,0.67156648631,1.0,0.0,0.0,0.27002090336,6.0
0.0,1.0,0.046691750344,0.0,1.0,0.566597675506,0.636363636364,0.428571428571,-1.0,0.548956983401,-1.0,0.0470107168098,0.345254979197,0.0,0.626226726848,0.0,0.0,0.0,0.2798121582,6.0
1.0,-1.0,0.0976904398754,0.0,0.0,0.55364833877,0.454545454545,0.857142857143,-1.0,0.591050635827,-1.0,0.0467835218315,0.454130534902,0.0,0.608076660422,0.0,0.0,0.0,0.363666265792,8.0
1.0,1.0,0.0426888174809,0.0,0.0,0.508325587973,0.545454545455,0.857142857143,-1.0,0.453926126019,-1.0,0.165129858967,0.328675541365,0.0,0.659203497815,0.0,0.0,0.0,0.261675284504,6.0
1.0,1.0,0.0407176392483,0.0,0.0,0.481239745391,0.636363636364,0.857142857143,-1.0,0.495479910907,-1.0,0.14836657058,0.318460198152,0.0,0.616284060474,0.0,0.0,0.0,0.256517936716,6.0
0.0,1.0,0.0459822858728,0.0,0.0,0.570148458307,0.636363636364,1.0,-1.0,0.311821329594,-1.0,0.355008608798,0.342594030953,0.0,0.841259810029,1.0,0.0,0.0,0.256878214617,2.0
0.0,1.0,0.0380989099481,0.0,1.0,0.629402620357,0.454545454545,0.428571428571,-1.0,0.316397030759,-1.0,0.32366430047,0.299866777193,0.0,0.795645352281,0.0,0.0,0.0,0.240442880175,2.0
0.0,1.0,0.0695074728931,0.0,1.0,0.481281768242,0.272727272727,0.428571428571,-1.0,0.456642870249,-1.0,0.175505307232,0.405288747653,0.0,0.605178956357,0.0,0.0,0.0,0.305383026089,6.0
0.0,1.0,0.0410473360206,0.0,0.0,0.431666681903,0.272727272727,0.0,-1.0,0.509530748201,0.0,0.249685767665,0.32031414497,1.0,0.52973848014,0.0,0.0,0.0,0.260371571485,4.0
0.0,1.0,0.104376930053,0.0,0.0,0.536880628702,0.272727272727,0.714285714286,-1.0,0.558960655703,-1.0,0.063535096121,0.463918992067,0.0,0.605347158618,0.0,0.0,0.0,0.367679188548,1.0
0.0,-1.0,0.0913225832778,0.0,0.0,0.753575103033,0.363636363636,1.0,-1.0,0.771564924245,-1.0,0.258391972905,0.444297531547,0.0,0.592870615034,1.0,0.0,0.0,0.400328062231,5.0
0.0,1.0,0.119474546329,0.0,0.0,0.642729533286,0.0909090909091,0.0,-1.0,0.510039061606,0.0,0.143471693697,0.484381208209,1.0,0.488573339126,0.0,0.0,0.0,0.364439014611,3.0
0.0,1.0,0.0783428905148,0.0,1.0,0.594551664056,0.545454545455,0.428571428571,-1.0,0.376845752156,-1.0,0.271519689538,0.42229841488,0.0,0.795084246084,0.0,0.0,0.0,0.300057329545,2.0
1.0,1.0,0.079541294617,0.0,0.0,0.649897690625,0.636363636364,0.857142857143,-1.0,0.355433300918,-1.0,0.285287360324,0.424461124036,0.0,0.783499640112,0.0,0.0,0.0,0.296993067671,2.0
0.0,1.0,0.164708969042,0.0,0.0,0.510226047354,0.272727272727,0.0,-1.0,0.377513433127,0.0,0.230536076755,0.536433320228,1.0,0.582994306719,0.0,0.0,0.0,0.353816369965,4.0
0.0,1.0,0.0409372822524,0.0,0.0,0.549115272821,0.636363636364,0.571428571429,-1.0,0.508048579812,-1.0,0.142223511592,0.319703018932,0.0,0.731445660096,0.0,1.0,0.0,0.259894476525,6.0
1.0,1.0,0.0373999109369,0.0,0.0,0.445170874834,0.363636363636,0.857142857143,-1.0,0.358237142706,-1.0,0.302441700989,0.292407362113,0.0,0.495207276003,0.0,0.0,0.0,0.238626951316,1.0
0.0,1.0,0.0375429869474,0.0,0.0,0.508843977005,0.454545454545,0.571428571429,-1.0,0.462808589482,-1.0,0.152205571698,0.294124586495,0.0,0.609610785366,0.0,1.0,0.0,0.242425915527,6.0
0.0,-1.0,0.0550262134408,0.0,0.0,0.489567401065,0.181818181818,0.571428571429,-1.0,0.626164971851,-1.0,0.130837249325,0.371402968531,0.0,0.557890659782,0.0,1.0,0.0,0.307285199284,8.0
0.0,1.0,0.0602961906129,0.0,0.0,0.492731346731,0.0909090909091,0.571428571429,-1.0,0.519537166877,-1.0,0.136962364003,0.384899569711,0.0,0.540657928695,0.0,1.0,0.0,0.305347160039,1.0
0.0,1.0,0.198228305573,0.0,0.0,0.653874335497,0.818181818182,0.714285714286,-1.0,0.361434953763,-1.0,0.332852316702,0.569214970605,0.0,0.863879605678,0.0,0.0,0.0,0.363274654232,2.0
0.0,1.0,0.0370925397945,0.0,0.0,0.683165109767,0.454545454545,0.714285714286,1.0,0.308760346058,1.0,0.354878875109,0.288170445697,0.0,0.82659667867,0.0,0.0,0.0,0.235667094487,9.0
0.0,1.0,0.0718931942137,0.0,1.0,0.598602427155,0.272727272727,0.428571428571,-1.0,0.341153979435,-1.0,0.293604736534,0.410085711545,0.0,0.781397720398,0.0,0.0,0.0,0.288165429301,2.0
0.0,-1.0,0.145729357725,0.0,0.0,0.785777590378,0.545454545455,1.0,-1.0,0.827233272945,-1.0,0.304129773357,0.515939573936,0.0,0.636327638009,1.0,0.0,0.0,0.480821377919,5.0
0.0,1.0,0.037425872274,0.0,0.0,0.498255954665,0.454545454545,0.142857142857,-1.0,0.506560457731,0.0,0.128577151933,0.292728694685,0.0,0.600328345133,0.0,0.0,1.0,0.242815780312,7.0
1.0,1.0,0.044434071449,0.0,0.0,0.534953664645,0.272727272727,0.857142857143,-1.0,0.364833462,-1.0,0.252522311546,0.336416760312,0.0,0.513151918413,0.0,0.0,0.0,0.258793509175,5.0
1.0,1.0,0.0651708669649,0.0,0.0,0.565959449627,0.363636363636,0.857142857143,-1.0,0.558173879756,-1.0,0.0452254627233,0.396101805339,0.0,0.594649022806,0.0,0.0,0.0,0.315938078606,1.0
0.0,-1.0,0.037272556861,0.0,0.0,0.567349361577,0.727272727273,1.0,-1.0,0.593224840028,-1.0,0.0593657034916,0.290758293588,0.0,0.670301983468,1.0,0.0,0.0,0.243727020066,6.0
0.0,1.0,0.051428165365,0.0,0.0,0.466278612743,0.181818181818,0.571428571429,-1.0,0.332177970598,-1.0,0.315461834135,0.361043085353,0.0,0.490514235998,0.0,1.0,0.0,0.266324312358,1.0
0.0,1.0,0.0437440066742,0.0,0.0,0.635971577108,0.818181818182,1.0,-1.0,0.340324632255,-1.0,0.312294538798,0.333469307044,0.0,0.810961397091,1.0,0.0,0.0,0.255549183754,2.0
0.0,-1.0,0.0512735158805,0.0,0.0,0.557252171785,0.363636363636,0.571428571429,-1.0,0.606113827866,0.0,0.0910127065524,0.360571174318,0.0,0.532950377503,0.0,0.0,1.0,0.296625983926,3.0
0.0,1.0,0.0872320120094,1.0,0.0,0.490729285306,0.454545454545,0.285714285714,-1.0,0.393529248275,0.0,0.226213024703,0.43767668518,0.0,0.573894627118,0.0,0.0,0.0,0.310722211195,4.0
0.0,1.0,0.0928477492125,0.0,0.0,0.483050878666,0.181818181818,0.0,-1.0,0.473403793521,0.0,0.251947662774,0.446702542841,1.0,0.417238854111,0.0,0.0,0.0,0.330560496149,4.0
0.0,-1.0,0.0691467331852,0.0,1.0,0.593906077422,0.0909090909091,0.428571428571,-1.0,0.602305960236,-1.0,0.0430378718911,0.404548498376,0.0,0.569970228324,0.0,0.0,0.0,0.32911567191,1.0
0.0,1.0,0.166742846138,0.0,0.0,0.44951671757,0.181818181818,0.714285714286,-1.0,0.346381577535,-1.0,0.330052213121,0.528868732637,0.0,0.44827775789,0.0,0.0,0.0,0.340304390706,1.0
0.0,1.0,0.100743257207,0.0,0.0,0.480576107992,0.545454545455,0.571428571429,-1.0,0.402622407659,-1.0,0.222729413553,0.458662695692,0.0,0.652783412522,0.0,1.0,0.0,0.323117694872,6.0
0.0,1.0,0.211833940741,0.0,0.0,0.451652697613,0.454545454545,1.0,-1.0,0.371170027668,-1.0,0.308450190791,0.581537733606,0.0,0.452129270634,1.0,0.0,0.0,0.372568764982,1.0
0.0,1.0,0.0382408950031,0.0,1.0,0.418392070633,0.272727272727,0.428571428571,-1.0,0.393120595345,-1.0,0.290321095303,0.301162882983,0.0,0.499603405087,0.0,0.0,0.0,0.24384815442,6.0
0.0,1.0,0.199401269902,1.0,0.0,0.392444230895,0.272727272727,0.285714285714,-1.0,0.48685219536,0.0,0.249066509831,0.570297271007,0.0,0.519026303285,0.0,0.0,0.0,0.410312793257,4.0
0.0,1.0,0.0500654923275,0.0,0.0,0.557680307181,0.272727272727,0.714285714286,-1.0,0.543076617165,-1.0,0.076982627219,0.356796406152,0.0,0.56060023938,0.0,0.0,0.0,0.287060014237,1.0
0.0,-1.0,0.0385925073986,0.0,0.0,0.766467837656,0.0909090909091,0.571428571429,-1.0,0.792732394014,-1.0,0.266254618815,0.304160052504,0.0,0.572100619668,0.0,1.0,0.0,0.261873574898,5.0
1.0,1.0,0.0761795686778,0.0,0.0,0.608538275723,0.636363636364,0.857142857143,-1.0,0.32924060931,-1.0,0.313254284234,0.418314404641,0.0,0.798506493132,0.0,0.0,0.0,0.289482929726,2.0
0.0,1.0,0.0394091589632,0.0,0.0,0.464350346828,0.636363636364,0.714285714286,-1.0,0.433588087961,-1.0,0.20455007718,0.310264428849,0.0,0.621900194282,0.0,0.0,0.0,0.250284038784,6.0
0.0,1.0,0.0484164904817,0.0,1.0,0.542678366875,0.636363636364,0.428571428571,-1.0,0.526242521168,-1.0,0.0917471913358,0.35136065412,0.0,0.568478840291,0.0,0.0,0.0,0.281708647889,6.0
0.0,-1.0,0.0476706037481,1.0,0.0,0.521500374004,0.545454545455,0.285714285714,-1.0,0.60121983358,0.0,0.0852622836731,0.348778445788,0.0,0.584810033604,0.0,0.0,0.0,0.287271069143,7.0
0.0,1.0,0.0379050633481,0.0,0.0,0.728338377371,0.818181818182,0.714285714286,1.0,0.317894349954,1.0,0.390255132545,0.297999719333,0.0,0.877054962056,0.0,0.0,0.0,0.239757514737,9.0
0.0,1.0,0.0467908758416,0.0,0.0,0.543690909451,0.272727272727,0.142857142857,-1.0,0.536033712156,0.0,0.0853331055509,0.345619284995,0.0,0.566968311835,0.0,0.0,1.0,0.278861402304,7.0
1.0,-1.0,0.23889085665,0.0,0.0,0.782978428299,0.545454545455,0.857142857143,1.0,0.690211811063,1.0,0.207606701783,0.604696955616,0.0,0.672331286168,0.0,0.0,0.0,0.515285781758,0.0
1.0,1.0,0.0390450899197,0.0,0.0,0.53089252137,0.909090909091,0.857142857143,-1.0,0.539650418385,-1.0,0.129107409646,0.307666250603,0.0,0.721527112636,0.0,0.0,0.0,0.253738343014,6.0
0.0,1.0,0.0422835910729,0.0,0.0,0.474813855083,0.818181818182,0.714285714286,-1.0,0.539123805123,-1.0,0.132817681892,0.326726569306,0.0,0.614454658917,0.0,0.0,0.0,0.266487363402,6.0
0.0,1.0,0.155641629012,0.0,0.0,0.63459491565,0.363636363636,0.571428571429,-1.0,0.331129988084,-1.0,0.320011726774,0.526846881338,0.0,0.811192907771,0.0,1.0,0.0,0.334592386822,2.0
0.0,1.0,0.096171733484,0.0,0.0,0.415251496497,0.727272727273,1.0,-1.0,0.436873932654,-1.0,0.251217296471,0.451833762049,0.0,0.697260098718,1.0,0.0,0.0,0.327382245985,6.0
0.0,1.0,0.221248088769,1.0,0.0,0.443490443825,0.272727272727,0.285714285714,-1.0,0.446609528845,0.0,0.21123118959,0.590186264749,0.0,0.593055693059,0.0,0.0,0.0,0.406202434108,4.0
0.0,1.0,0.105262211232,0.0,0.0,0.56976043706,0.454545454545,0.714285714286,-1.0,0.544336829189,-1.0,0.0667270625099,0.465178127054,0.0,0.667216667378,0.0,0.0,0.0,0.360525621642,6.0
0.0,1.0,0.0433070803087,0.0,0.0,0.615044076558,0.0909090909091,0.142857142857,-1.0,0.541423058254,0.0,0.0885482132157,0.331529833904,0.0,0.528966765248,0.0,0.0,1.0,0.269879478791,3.0
0.0,1.0,0.0466899455151,0.0,0.0,0.478855313335,0.454545454545,1.0,-1.0,0.407243299595,-1.0,0.24422497761,0.345248329692,0.0,0.500769554787,1.0,0.0,0.0,0.266721158606,1.0
1.0,1.0,0.0376535999277,0.0,0.0,0.600551400913,0.636363636364,0.857142857143,-1.0,0.378547981125,-1.0,0.283570679021,0.295371891186,0.0,0.77031082028,0.0,0.0,0.0,0.239569284793,2.0
1.0,1.0,0.0397304107696,0.0,0.0,0.616162565007,0.636363636364,0.857142857143,-1.0,0.312624478749,-1.0,0.332701573112,0.31242435044,0.0,0.807340477605,0.0,0.0,0.0,0.245198046318,2.0
0.0,1.0,0.0497396333479,0.0,1.0,0.694310205214,0.636363636364,0.428571428571,1.0,0.148417280744,1.0,0.504878882832,0.184729781085,0.0,0.394472465661,0.0,0.0,0.0,0.212951602646,9.0
0.0,1.0,0.0507605492392,0.0,0.0,0.590467378287,0.454545454545,0.571428571429,-1.0,0.336815236407,-1.0,0.291431102612,0.35898789869,0.0,0.769088057761,0.0,1.0,0.0,0.265981151615,2.0
0.0,1.0,0.0452663231996,0.0,1.0,0.572789949285,0.0,0.428571428571,-1.0,0.581291919095,-1.0,0.0268504714377,0.339805600718,0.0,0.621780495144,0.0,0.0,0.0,0.268842011435,1.0
0.0,1.0,0.0471311483148,0.0,0.0,0.600393546642,0.727272727273,0.571428571429,-1.0,0.311011619561,-1.0,0.327466707639,0.34685667546,0.0,0.795015929682,0.0,1.0,0.0,0.258457972561,2.0
1.0,1.0,0.110967555974,0.0,0.0,0.598801185003,0.636363636364,0.857142857143,-1.0,0.332499084191,-1.0,0.291278231447,0.473105443906,0.0,0.761491976974,0.0,0.0,0.0,0.312770172221,2.0
1.0,1.0,0.0408037468512,0.0,0.0,0.477453766923,0.909090909091,0.857142857143,-1.0,0.456406054932,-1.0,0.192879978094,0.318951205581,0.0,0.596358716399,0.0,0.0,0.0,0.256333265851,6.0
0.0,1.0,0.0414195501235,0.0,0.0,0.516013751925,0.545454545455,0.714285714286,-1.0,0.495014269682,-1.0,0.125082454608,0.322327935492,0.0,0.587231852535,0.0,0.0,0.0,0.260718977721,6.0
0.0,1.0,0.0668927551257,0.0,0.0,0.632074958549,0.727272727273,0.714285714286,-1.0,0.358312513627,-1.0,0.276707918355,0.399827547432,0.0,0.77625891457,0.0,0.0,0.0,0.286551851409,2.0
1.0,1.0,0.152962355032,0.0,0.0,0.592348421906,0.545454545455,0.857142857143,-1.0,0.32102958961,-1.0,0.315992785817,0.523944899617,0.0,0.789586320329,0.0,0.0,0.0,0.330226558316,2.0
